"country","quarter","gross_fixed_capital_formation","final_consumption_expenditure","gross_domestic_product","external_balance_of_goods_and_services","inflation","unemployment","working_age_population","dependency_ratio"
"Iceland",2021-07-01,186621,630712.7,798471,-21008,4.295227,4.966667,240607.5,52.048372381598
"Iceland",2021-10-01,187011,662511.6,820353,-31370,4.831192,4.3,242061.25,52.0090331201463
"Iceland",2022-01-01,195836,646995.5,817810,-28663,6.18148,3.8,243515,51.9696938586945
"Iceland",2022-04-01,200676,660248.9,843736,-21423,7.881452,3.6,245299.25,51.8255620493837
"Iceland",2022-07-01,207126,667070.6,858087,-21300,9.666815,3.533333,247083.5,51.6814302400729
"Iceland",2022-10-01,217165,676393.1,895768,-4073,9.431232,3.5,248867.75,51.5372984307621
"Iceland",2023-01-01,207971,674502.8,895510,5391,9.981892,3.466667,250652,51.3931666214513
"Iceland",2023-04-01,220614,672268.9,918098,16585,9.406135,3.5,251977.5,51.3039058857068
"Iceland",2023-07-01,214097,665816.5,886625,126,7.768501,3.6,253303,51.2146451499624
"Iceland",2023-10-01,217754,669830.2,892296,717,7.886285,3.533333,254628.5,51.1253844142179
"Iceland",2024-01-01,217225,674132.9,883776,-7591,6.687796,3.533333,255954,51.0361236784735
"Denmark",1996-01-01,67046.1,297205.3,407828.3,33894.4,1.837225,6.666667,3540427,48.6121024384912
"Denmark",1996-04-01,72336.9,297747.4,418277.7,36101.3,1.974468,6.533333,3542212,48.6974151040863
"Denmark",1996-07-01,74774.1,298127.1,419023.9,33934.5,2.31805,6.266667,3543997,48.7827277696814
"Denmark",1996-10-01,77434,298530.9,419124.4,33296.5,2.372077,5.8,3545782,48.8680404352765
"Denmark",1997-01-01,75607.2,301199.7,424843.4,31374.9,2.175013,5.466667,3547567,48.9533531008717
"Denmark",1997-04-01,78839.8,305020.8,431551.4,33481.9,2.05308,5.233333,3548504,49.0343176754432
"Denmark",1997-07-01,83130.9,301651.1,429662.8,29399,2.365484,5.166667,3549441,49.1152822500147
"Denmark",1997-10-01,83436.6,308349.6,430928.2,29464.9,2.135055,5.1,3550378,49.1962468245863
"Denmark",1998-01-01,86592.4,308087.2,437511.5,26929.3,2.046205,4.966667,3551315,49.2772113991578
"Denmark",1998-04-01,84624.7,310806.2,434023.9,23490.7,1.979064,4.866667,3552232,49.3639313067205
"Denmark",1998-07-01,86050,313626.7,441245.8,32882.9,1.67616,4.866667,3553149,49.4506512142832
"Denmark",1998-10-01,85280.8,316750.1,444147,29675.8,1.685302,4.833333,3554066,49.5373711218459
"Denmark",1999-01-01,86496.3,315941.9,447809,39105.6,2.021345,5,3554983,49.6240910294086
"Denmark",1999-04-01,84248.2,313599.2,449805,42682.5,2.277466,4.966667,3555832,49.7164910089262
"Denmark",1999-07-01,84049.4,315327.2,451711,41970.7,2.640845,5.166667,3556681,49.8088909884439
"Denmark",1999-10-01,86941,316746.5,459736.6,44651.6,3.043825,5.3,3557530,49.9012909679615
"Denmark",2000-01-01,93731.2,318098.8,462910.4,39372.7,3.132875,4.666667,3558379,49.9936909474792
"Denmark",2000-04-01,93907.6,318834.6,468099.2,42589.2,3.20198,4.433333,3559328.25,50.0782090871972
"Denmark",2000-07-01,92147.3,320188.7,468890.3,50283,2.725199,4.1,3560277.5,50.1627272269152
"Denmark",2000-10-01,89384.3,319899.6,476531.2,51904.5,2.561281,4.066667,3561226.75,50.2472453666332
"Denmark",2001-01-01,89183,320000.7,469100.5,52467,2.3917,4.366667,3562176,50.3317635063512
"Denmark",2001-04-01,92604.8,323353.6,472150.8,47205,2.542764,4.333333,3563779.5,50.3985316184676
"Denmark",2001-07-01,91919.4,323545.9,475300.2,47297.3,2.396744,4.633333,3565383,50.465299730584
"Denmark",2001-10-01,94282.8,322553.6,477706.5,48826.2,2.023252,4.7,3566986.5,50.5320678427005
"Denmark",2002-01-01,93190.9,325631.4,474335.3,45952.6,2.503237,4.433333,3568590,50.5988359548169
"Denmark",2002-04-01,89591.5,326040.4,475162.3,48375.5,2.258202,4.4,3569213.25,50.6629941599023
"Denmark",2002-07-01,87972,329993.6,477231.5,48237.6,2.30179,4.933333,3569836.5,50.7271523649878
"Denmark",2002-10-01,88414.5,329645.4,476176.7,49955.7,2.634934,4.8,3570459.75,50.7913105700732
"Denmark",2003-01-01,94026.1,327096.7,477578.5,47499.8,2.736842,5,3571083,50.8554687751587
"Denmark",2003-04-01,87298.6,329319.5,473914.6,48048.2,2.291667,5.533333,3572056.25,50.9123236785244
"Denmark",2003-07-01,90158.5,331631.3,475322.7,48773.5,1.833333,5.433333,3573029.5,50.96917858189
"Denmark",2003-10-01,94519.5,335673.9,484483.6,44776.5,1.449275,5.766667,3574002.75,51.0260334852557
"Denmark",2004-01-01,91696.8,337661.1,486563.4,47141.1,0.942623,5.666667,3574976,51.0828883886213
"Denmark",2004-04-01,93404.3,339918.3,490151.2,46325.5,1.099796,5.466667,3576496.5,51.1220677228307
"Denmark",2004-07-01,96528.9,344289,491120.6,37739.3,1.186579,5.6,3578017,51.1612470570401
"Denmark",2004-10-01,97470,350730.9,496528.4,38232.1,1.387755,5.333333,3579537.5,51.2004263912494
"Denmark",2005-01-01,93935.3,347641.2,494439.8,41610,1.218027,5.233333,3581058,51.2396057254588
"Denmark",2005-04-01,100564.2,353087.5,504970.5,41235,1.692184,5.066667,3583670,51.2590090481443
"Denmark",2005-07-01,102418.7,356668.9,504272.5,40377,2.264456,4.733333,3586282,51.2784123708299
"Denmark",2005-10-01,105282.7,356594.2,507032.2,33448,2.093398,4.166667,3588894,51.2978156935154
"Denmark",2006-01-01,107326.4,362507.8,512340.9,37235.2,2.08584,4.166667,3591506,51.317219016201
"Denmark",2006-04-01,118241.6,365255.5,527722.2,36299,2.020602,4.1,3594359.25,51.3559248946407
"Denmark",2006-07-01,118656.3,361040.9,524033.1,35675.5,1.897983,3.7,3597212.5,51.3946307730804
"Denmark",2006-10-01,112573.6,363574.3,523357.5,37044.9,1.695584,3.633333,3600065.75,51.4333366515201
"Denmark",2007-01-01,118600.5,366712.3,525352.6,30109.9,1.886051,3.9,3602919,51.4720425299597
"Denmark",2007-04-01,114809.4,366326.9,519689.2,32600.6,1.592233,3.6,3606412.25,51.5442164537131
"Denmark",2007-07-01,112989,369068.9,528583.2,35308.6,1.12534,4.033333,3609905.5,51.6163903774665
"Denmark",2007-10-01,113582.5,374443,534435.5,35333.6,2.171384,3.566667,3613398.75,51.6885643012199
"Denmark",2008-01-01,116097.6,374397.2,532429.5,33210.3,3.046664,3.433333,3616892,51.7607382249733
"Denmark",2008-04-01,112314,377105.1,527423.5,36763.3,3.516819,3.466667,3619123.5,51.8770763623676
"Denmark",2008-07-01,112581.6,375589.1,524634.3,33902.2,4.182655,3.766667,3621355,51.993414499762
"Denmark",2008-10-01,108020.9,367733.7,514778.8,28679,2.922201,4.133333,3623586.5,52.1097526371564
"Denmark",2009-01-01,105419.6,366565,504688.1,38088.7,1.758982,5.266667,3625818,52.2260907745507
"Denmark",2009-04-01,95084.6,368737.9,495485.6,40382.9,1.218611,6.533333,3626041.5,52.3847544535834
"Denmark",2009-07-01,99316.6,369992.2,496866.1,32236.1,0.9944751,6.7,3626265,52.5434181326161
"Denmark",2009-10-01,89604.2,369489,497798.8,37706,1.253687,7.266667,3626488.5,52.7020818116487
"Denmark",2010-01-01,89728.6,374554.4,502186.3,40340.5,2.096359,7.666667,3626712,52.8607454906814
"Denmark",2010-04-01,90761.2,372612,504408.4,38740.8,2.188982,7.766667,3625794.25,53.0584283071811
"Denmark",2010-07-01,92824.6,373537.1,511345.6,45439.6,2.370533,7.633333,3624876.5,53.2561111236809
"Denmark",2010-10-01,91452.5,375053.1,508474.5,42346.1,2.585579,7.933333,3623958.75,53.4537939401806
"Denmark",2011-01-01,90145.7,370629.9,511952.6,49032.2,2.701729,7.9,3623041,53.6514767566804
"Denmark",2011-04-01,93575,376110,516811.1,43148.2,3.034631,7.466667,3622221.5,53.8259750277556
"Denmark",2011-07-01,92383,374552.9,510146.9,39132,2.707517,7.6,3621402,54.0004732988308
"Denmark",2011-10-01,92394.1,373594.4,514066.6,42907.4,2.591409,8.066667,3620582.5,54.1749715699061
"Denmark",2012-01-01,95500.5,374149.3,512831.7,38066.6,2.700807,7.733333,3619763,54.3494698409813
"Denmark",2012-04-01,95236.9,375396,512710.8,42729.7,2.182952,8.233334,3620309.5,54.4759550606053
"Denmark",2012-07-01,95711.8,374309,513635.4,41956.2,2.462713,7.766667,3620856,54.6024402802293
"Denmark",2012-10-01,95799.7,378990.8,513687.7,39447.2,2.249135,7.433333,3621402.5,54.7289254998533
"Denmark",2013-01-01,95264.5,376861.2,517434.2,36943.7,1.161202,7.533333,3621949,54.8554107194773
"Denmark",2013-04-01,95216.1,378713.6,518384.1,43612.1,0.847745,7.466667,3625129.25,54.932693135779
"Denmark",2013-07-01,100860.7,380256.8,522759.1,39292.7,0.507786,7.366667,3628309.5,55.0099755520807
"Denmark",2013-10-01,97843.4,381601.2,522878,43973.9,0.642978,7.1,3631489.75,55.0872579683824
"Denmark",2014-01-01,101737.5,379779.6,522935.7,41657.2,0.6076975,7.033333,3634670,55.1645403846842
"Denmark",2014-04-01,100528.3,376717.3,523389.1,36404.9,0.6052455,6.833333,3639721.75,55.2143019862679
"Denmark",2014-07-01,102705.6,383736.9,531048.1,39631.2,0.5725834,6.933333,3644773.5,55.2640635878517
"Denmark",2014-10-01,103981.1,385551.7,530683.4,41301.9,0.4707465,6.866667,3649825.25,55.3138251894355
"Denmark",2015-01-01,102125.9,385740.4,534682.9,44900,0.2684564,6.366667,3654877,55.3635867910192
"Denmark",2015-04-01,105991.3,387404.2,538186.2,42577.4,0.6016043,6.333333,3660819.5,55.4259607794705
"Denmark",2015-07-01,105504.6,391417.2,539047.8,35346.2,0.6028131,6.233333,3666762,55.4883347679218
"Denmark",2015-10-01,111728.8,391693,540501.6,33250.6,0.334672,6.133333,3672704.5,55.5507087563731
"Denmark",2016-01-01,113092,394630.1,547170,36106.1,0.3012048,5.966667,3678647,55.6130827448244
"Denmark",2016-04-01,114389.3,397302.6,553139.7,40245.9,0.1328904,6.066667,3682602.25,55.6917033620482
"Denmark",2016-07-01,115840.5,398003,557651.7,35447.7,0.1664447,6,3686557.5,55.770323979272
"Denmark",2016-10-01,115968.7,399772.4,560602.1,43686.6,0.4002669,5.9,3690512.75,55.8489445964958
"Denmark",2017-01-01,114971.1,403171.8,566025,43196,0.9676343,6.1,3694468,55.9275652137195
"Denmark",2017-04-01,117957.7,404568.5,572853.4,45450.2,0.8294625,5.866667,3696767,56.0283026260695
"Denmark",2017-07-01,122661.4,405338.1,571573.5,41601.1,1.528747,5.933333,3699066,56.1290400384194
"Denmark",2017-10-01,124003,410127.8,575921.5,37801.1,1.262458,5.4,3701365,56.2297774507694
"Denmark",2018-01-01,124453.9,414869.3,580601.8,37061.1,0.5948447,5.2,3703664,56.3305148631193
"Denmark",2018-04-01,133876.6,417643.5,580398.8,24624.5,0.9871668,5.133333,3705964.5,56.3986459646881
"Denmark",2018-07-01,120437.9,416651.8,583516.7,44157,0.883797,4.9,3708265,56.466777066257
"Denmark",2018-10-01,120126.5,416461.2,584383.2,42649.9,0.7874016,5.266667,3710565.5,56.5349081678258
"Denmark",2019-01-01,124913.2,420033.4,586705.4,38408.3,1.182654,5.133333,3712866,56.6030392693946
"Denmark",2019-04-01,122547.6,420795.4,592038.2,48629.9,0.7494298,4.9,3711626,56.7287403439887
"Denmark",2019-07-01,122954.1,421681,593959.3,44759.2,0.421804,4.866667,3710386,56.8544414185829
"Denmark",2019-10-01,124443.5,428196.5,596054.3,39088.5,0.6835938,5.1,3709146,56.980142493177
"Denmark",2020-01-01,125248.4,418486.4,591101.5,38340.9,0.6168831,4.933333,3707906,57.1058435677711
"Denmark",2020-04-01,121850.9,402772,556056.9,38242.3,0.09702458,5.433333,3709915.25,57.1880932373197
"Denmark",2020-07-01,128012,415195.5,589604.5,34141.3,0.5169628,6.233333,3711924.5,57.2703429068683
"Denmark",2020-10-01,141029.8,429314.6,589827.9,20503.7,0.452635,5.9,3713933.75,57.352592576417
"Chile",1996-01-01,3470228.9,13434758,20073653.6,1698317.4,7.86134,6.853533,9363522,55.7634723344485
"Chile",1996-04-01,3465178.6,13584219.8,20273373.7,2229907.4,8.410876,6.292424,9401357,55.6636983203037
"Chile",1996-07-01,3439902.6,13628794.8,20475481.9,2270617,6.768616,6.276188,9439192,55.5639243061589
"Chile",1996-10-01,3599202.7,13822353.3,20768946.8,1913482.7,6.464273,5.87383,9477027,55.4641502920141
"Chile",1997-01-01,3710862.1,14049588.7,21239925.8,2550563.7,6.955658,6.112217,9514862,55.3643762778693
"Chile",1997-04-01,3803778.7,14362830,21681978.4,2254617,5.58293,6.317757,9553316.25,55.2434062294808
"Chile",1997-07-01,3998456.5,14773999.8,22171770.7,2270277,5.721583,6.219682,9591770.5,55.1224361810922
"Chile",1997-10-01,4275967.2,15116409.1,22643725.8,1982121.2,6.294981,5.822076,9630224.75,55.0014661327037
"Chile",1998-01-01,4189786.5,15314859.9,22825628.9,2020133.2,5.596823,5.530533,9668679,54.8804960843151
"Chile",1998-04-01,4383565.6,15500678.9,23212833.2,2314181.7,5.385833,5.836665,9707095.75,54.7518475620632
"Chile",1998-07-01,4112484.6,15282338.7,23056914,2309505.1,5.067483,6.330472,9745512.5,54.6231990398113
"Chile",1998-10-01,3661767.3,14961101,22310621.5,2919897.3,4.421213,7.95536,9783929.25,54.4945505175594
"Chile",1999-01-01,3496303.2,14950198.7,22314903.8,3136936.9,3.817283,8.812945,9822346,54.3659019953074
"Chile",1999-04-01,3455652.1,14892882,22375787.1,3489048.2,3.919019,10.64357,9860621.75,54.2271467700241
"Chile",1999-07-01,3482739.4,15241317.6,22847809.5,3276653.2,3.188753,10.96674,9898897.5,54.0883915447409
"Chile",1999-10-01,3703235.1,15626974.1,23449635.2,3393115,2.451526,10.15661,9937173.25,53.9496363194576
"Chile",2000-01-01,3746665.1,15635727.9,23671182.8,3360601.2,3.195536,9.012241,9975449,53.8108810941743
"Chile",2000-04-01,3807793.8,15656144.6,23723660.4,3108651.8,3.628073,9.398113,10014016,53.6614248703569
"Chile",2000-07-01,3903669.1,15805372.7,24092776.8,3534148.9,3.962139,10.53078,10052583,53.5119686465395
"Chile",2000-10-01,4070033.7,15878124.7,24375535.9,3364559.1,4.572114,9.721729,10091150,53.3625124227221
"Chile",2001-01-01,4071947.7,15951162,24545366.8,3419679.6,4.005435,9.938795,10129717,53.2130561989047
"Chile",2001-04-01,3956631.5,16097093,24783147.2,3869389.9,3.603055,9.889811,10169458.5,53.0383383392011
"Chile",2001-07-01,3932749.4,16040575.7,24724883.2,3692802.4,3.640401,10.11399,10209200,52.8636204794975
"Chile",2001-10-01,3915072.1,16158396.9,24879314.9,3875964.3,3.043973,9.459505,10248941.5,52.6889026197939
"Chile",2002-01-01,4045249.5,16325062.8,25087662.9,3750448.4,2.442765,10.00775,10288683,52.5141847600903
"Chile",2002-04-01,4110341.3,16393350.4,25291740.6,4085341.9,2.204003,9.791791,10330623.5,52.2976081735037
"Chile",2002-07-01,4177043.4,16591483.2,25567252.9,3508938.7,2.361111,9.884883,10372564,52.0810315869171
"Chile",2002-10-01,4246992.9,16572767.6,25938818,4261586.7,2.943184,9.523103,10414504.5,51.8644550003305
"Chile",2003-01-01,4473145,16709239.3,26307422.3,4148645.6,3.77719,9.566617,10456445,51.6478784137439
"Chile",2003-04-01,4553770.2,16876146.6,26585932.8,4008670,3.718535,9.589127,10502374.5,51.3813212913009
"Chile",2003-07-01,4425765.6,17106767.5,26761193.9,4210109.7,2.726973,9.729198,10548304,51.1147641688579
"Chile",2003-10-01,4544274.6,17437452.9,26906406.2,4166311,1.06591,9.270353,10594233.5,50.848207046415
"Chile",2004-01-01,4699393.7,17791954.8,27473126.5,4580188.8,0.005871178,9.516185,10640163,50.581649923972
"Chile",2004-04-01,4919518.8,18246431.8,28001274,4492004,0.4618967,10.39278,10686668.25,50.3074131961345
"Chile",2004-07-01,5208670.7,18606040.9,28734395.4,4554071.4,1.475833,10.40785,10733173.5,50.033176468297
"Chile",2004-10-01,5556635.7,18967116.1,29200542.3,4453713.1,2.2723,9.730079,10779678.75,49.7589397404595
"Chile",2005-01-01,5913718.5,19243715.3,29233578,3759902.3,2.294238,9.354459,10826184,49.484703012622
"Chile",2005-04-01,6187704.8,19515977.5,29719078.1,3874832.8,2.765686,9.611988,10874020.25,49.2087098544023
"Chile",2005-07-01,6391977.6,19918757.5,30441643.5,3572577.7,3.320167,9.262499,10921856.5,48.9327166961825
"Chile",2005-10-01,6596004.4,20280650,30807653,3704038.1,3.807889,8.709485,10969692.75,48.6567235379628
"Chile",2006-01-01,6568024.2,20660174.9,31086268.5,3382462.2,4.064147,8.579381,11017529,48.380730379743
"Chile",2006-04-01,6520110.8,20924500.5,31731555.1,3304236.4,3.807534,8.521364,11063232,48.1548114081202
"Chile",2006-07-01,6803558.6,21244994.9,32163532.9,3752188.3,3.487291,7.498413,11108935,47.9288924364973
"Chile",2006-10-01,6816608.9,21669014,32850170.1,3095812.1,2.246974,6.5909,11154638,47.7029734648745
"Chile",2007-01-01,7296967.6,22201659.8,33187233,3371438.7,2.688575,6.872846,11200341,47.4770544932516
"Chile",2007-04-01,7225195.5,22406156.6,33524647.9,3440096.6,2.863805,6.52936,11244049.5,47.3055867280244
"Chile",2007-07-01,7218646.6,22501254.2,33616815.6,2942573.2,4.787195,7.296309,11287758,47.1341189627972
"Chile",2007-10-01,7791038.1,22905159.4,34248724.4,2371217.3,7.236781,7.854676,11331466.5,46.96265119757
"Chile",2008-01-01,8506572.6,23149317.7,34970442.9,2379625.3,8.01183,7.660782,11375175,46.7911834323428
"Chile",2008-04-01,8932169.4,23295639,35004965.9,1408658.6,8.886446,7.990131,11416648,46.6607994088821
"Chile",2008-07-01,8945261.7,23041975.7,34719712.8,1686451.2,9.337081,7.395473,11458121,46.5304153854214
"Chile",2008-10-01,8662974.5,22901469.6,34440898.1,2300734.2,8.605663,8.140019,11499594,46.4000313619607
"Chile",2009-01-01,8101461.4,23009507.4,34273389.8,3388660.3,4.834683,9.345656,11541067,46.2696473385
"Chile",2009-04-01,7702225.4,22875627.5,34073795.7,3448729.4,1.810254,10.26154,11580094.25,46.1724207007122
"Chile",2009-07-01,7581514.4,23634867.4,34481452.1,3526004.6,-1.854126,9.78299,11619121.5,46.0751940629245
"Chile",2009-10-01,7786424.4,23900285.9,34905582.4,2733463.4,-3.029213,9.361715,11658148.75,45.9779674251368
"Chile",2010-01-01,8199562.1,24409867.7,35018501.5,1789118.1,-0.2583496,9.329338,11697176,45.880740787349
"Chile",2010-04-01,8482273.4,25565692.4,36206825.5,1299894.7,1.192864,8.29716,11735733,45.807422577748
"Chile",2010-07-01,8696153.8,26078510.3,37056738,1478972.6,2.246809,7.788721,11774290,45.7341043681471
"Chile",2010-10-01,9255777.9,26671317.6,37497663.3,724276,2.473324,7.801935,11812847,45.6607861585461
"Chile",2011-01-01,9803222.6,27093049.2,37934756.9,239097.8,2.919041,7.593603,11851404,45.5874679489451
"Chile",2011-04-01,9714520.4,27556488.5,38479805.1,125073.5,3.304145,6.924418,11888220.5,45.5352354086934
"Chile",2011-07-01,9800002.6,28008932.5,38726610.3,-154426.4,3.118583,7.331628,11925037,45.4830028684416
"Chile",2011-10-01,10533926,28297995.5,39568859.2,765334,4.01295,7.353038,11961853.5,45.4307703281899
"Chile",2012-01-01,10487493.5,28604073.9,40382123.5,478225.2,4.146589,6.806688,11998670,45.3785377879382
"Chile",2012-04-01,10605482.4,29222619.7,41130619.5,46556.5,3.09825,6.519886,12030283.25,45.3467349716101
"Chile",2012-07-01,11638752.1,29545572.9,41450259.7,-907533.8,2.638457,6.348494,12061896.5,45.314932155282
"Chile",2012-10-01,11906129.3,30077167.5,41696323.5,-383940.6,2.178899,6.707038,12093509.75,45.2831293389539
"Australia",1966-07-01,18810,68408,106235,4575,2.380952,1.8,7268875.5,60.9535177863125
"Australia",1966-10-01,18789,69397,106934,4342,2.352941,1.7,7306552.25,60.8056674824717
"Australia",1967-01-01,19096,70536,111116,4569,2.325581,1.8,7344229,60.657817178631
"Australia",1967-04-01,19334,70693,110959,5635,3.488372,2,7385223.5,60.4783919328527
"Australia",1967-07-01,19915,72078,113040,5089,4.651163,1.9,7426218,60.2989666870744
"Australia",1967-10-01,20009,73039,114020,5506,3.448276,1.8,7467212.5,60.1195414412961
"Australia",1968-01-01,20692,75132,113001,3303,3.409091,1.9,7508207,59.9401161955178
"Australia",1968-04-01,21019,74808,117352,4665,2.247191,1.9,7553595.25,59.823086928166
"Australia",1968-07-01,21199,75474,118899,4622,2.222222,1.8,7598983.5,59.7060576608142
"Australia",1968-10-01,21726,76734,123337,6289,2.222222,1.7,7644371.75,59.5890283934624
"Australia",1969-01-01,21649,78132,122488,4518,3.296703,1.8,7689760,59.4719991261106
"Australia",1969-04-01,22279,79205,124915,5325,3.296703,1.8,7731813.75,59.3958954755836
"Australia",1969-07-01,22164,80906,126980,6613,3.26087,1.7,7773867.5,59.3197918250566
"Australia",1969-10-01,22542,82330,129914,6941,3.26087,1.9,7815921.25,59.2436881745297
"Australia",1970-01-01,22247,82418,132600,6677,2.12766,1.6,7857975,59.1675845240027
"Australia",1970-04-01,22749,83695,135281,6603,3.191489,1.7,7950885,59.0715459756471
"Australia",1970-07-01,22530,84978,134997,7522,3.157895,1.7,8043795,58.9755074272916
"Australia",1970-10-01,22942,85962,135629,8174,5.263158,1.6,8136705,58.879468878936
"Australia",1971-01-01,23670,85866,137274,7384,5.208333,1.7,8229615,58.7834303305805
"Australia",1971-04-01,23449,86181,137869,8712,5.154639,1.9,8270368.25,58.716590023573
"Australia",1971-07-01,24414,88746,142180,8766,7.142857,1.9,8311121.5,58.6497497165655
"Australia",1971-10-01,23640,88201,141731,10164,7,2.2,8351874.75,58.582909409558
"Australia",1972-01-01,23475,89049,140039,10246,6.930693,2.4,8392628,58.5160691025505
"Australia",1972-04-01,23662,89824,143159,10702,6.862745,2.4,8430243.5,58.4059437032714
"Australia",1972-07-01,24094,90763,142435,10365,5.714286,2.9,8467859,58.2958183039923
"Australia",1972-10-01,24269,91590,143927,11640,4.672897,2.8,8505474.5,58.1856929047133
"Australia",1973-01-01,24818,94009,147662,10229,5.555555,2.6,8543090,58.0755675054342
"Australia",1973-04-01,24922,95050,147942,8703,8.256881,2.3,8586605.75,57.9117580739978
"Australia",1973-07-01,25329,96234,149420,7792,9.90991,2.1,8630121.5,57.7479486425613
"Australia",1973-10-01,26140,96646,153157,8081,12.5,2.1,8673637.25,57.5841392111248
"Australia",1974-01-01,26196,99306,153200,5035,14.03509,2.1,8717153,57.4203297796884
"Australia",1974-04-01,24624,99625,150090,5047,14.40678,2.1,8753315.5,57.2587246666366
"Australia",1974-07-01,23950,102072,151870,5655,16.39344,2.7,8789478,57.0971195535847
"Australia",1974-10-01,23711,102123,152031,7333,16.66667,4,8825640.5,56.9355144405329
"Australia",1975-01-01,23893,104327,152613,8776,17.69231,4.8,8861803,56.7739093274811
"Australia",1975-04-01,24180,105620,157446,9961,17.03704,4.8,8894642.5,56.5908616988042
"Australia",1975-07-01,24473,105997,155699,9324,11.97183,4.7,8927482,56.4078140701272
"Australia",1975-10-01,24287,104147,153357,9242,14.28571,5.4,8960321.5,56.2247664414503
"Australia",1976-01-01,24803,106534,160162,8951,13.0719,4.9,8993161,56.0417188127734
"Australia",1976-04-01,25458,107789,160635,9497,12.02532,4.5,9030122.25,55.8460377269642
"Australia",1976-07-01,25007,109769,161939,10547,13.83648,4.8,9067083.5,55.6503566411549
"Australia",1976-10-01,26266,110287,163343,10114,14.28571,4.9,9104044.75,55.4546755553457
"Australia",1977-01-01,25994,110897,162457,8874,13.2948,5.2,9141006,55.2589944695365
"Australia",1977-04-01,25606,111233,164758,9086,13.55932,5.6,9178098.5,55.0885396131111
"Australia",1977-07-01,26417,111919,164047,10119,13.25967,5.8,9215191,54.9180847566858
"Australia",1977-10-01,26018,111945,163543,11882,9.375,5.9,9252283.5,54.7476299002604
"Australia",1978-01-01,26682,113214,164677,10508,8.67347,6.6,9289376,54.577175043835
"Australia",1978-04-01,27702,114842,166060,10301,7.960199,6.259783,9323923.5,54.4256613917612
"Australia",1978-07-01,28272,115492,168586,9899,7.804878,6.322486,9358471,54.2741477396874
"Australia",1978-10-01,29273,114493,169957,10791,7.619048,6.299323,9393018.5,54.1226340876136
"Australia",1979-01-01,29755,115283,174629,12729,7.981221,6.309518,9427566,53.9711204355398
"Australia",1979-04-01,29959,115368,171820,11985,8.75576,6.31741,9463445.75,53.8631107053528
"Australia",1979-07-01,29275,115939,173418,12239,9.502262,6.206655,9499325.5,53.7551009751657
"Australia",1979-10-01,30040,116908,176756,14240,10.17699,6.182327,9535205.25,53.6470912449787
"Australia",1980-01-01,30304,117655,177588,13189,10.43478,6.026472,9571085,53.5390815147917
"Australia",1980-04-01,31009,118889,178025,12380,11.01695,6.227428,9613994,53.4476688130713
"Australia",1980-07-01,33256,119066,178985,10469,9.917356,6.130087,9656903,53.3562561113509
"Australia",1980-10-01,33456,121634,182056,11067,9.236948,5.984907,9699812,53.2648434096305
"Australia",1981-01-01,34545,121555,182737,10606,9.448819,5.759024,9742721,53.17343070791
"Australia",1981-04-01,34799,123847,185581,10315,8.396947,5.505586,9792164,53.0679350413982
"Australia",1981-07-01,36293,126892,189325,9403,9.022556,5.826863,9841607,52.9624393748864
"Australia",1981-10-01,37110,125809,188546,8139,11.02941,5.964233,9891050,52.8569437083745
"Australia",1982-01-01,36856,125724,187041,10063,10.79137,6.204003,9940493,52.7514480418627
"Australia",1982-04-01,35662,129983,188701,10882,10.91549,6.563807,9982042.75,52.641010375584
"Australia",1982-07-01,34728,128353,187456,11108,12.41379,7.105997,10023592.5,52.5305727093054
"Australia",1982-10-01,33656,130483,184440,11524,11.25828,8.791316,10065142.25,52.4201350430267
"Australia",1983-01-01,31882,131369,182664,10323,11.36364,9.635867,10106692,52.309697376748
"Australia",1983-04-01,31835,130605,182290,11132,11.11111,10.22596,10147469,52.157527175777
"Australia",1983-07-01,33290,131399,187400,11222,9.202454,10.35832,10188246,52.0053569748061
"Australia",1983-10-01,34161,132089,190565,12902,8.630953,9.70567,10229023,51.8531867738351
"Australia",1984-01-01,34681,133886,195227,11682,5.830904,9.363271,10269800,51.7010165728641
"Australia",1984-04-01,36681,133563,197508,12552,4,9.133907,10312785.5,51.5767155656287
"Australia",1984-07-01,36038,134388,199326,12828,3.651685,8.826383,10355771,51.4524145583932
"Australia",1984-10-01,36946,133657,200529,12374,2.465753,8.630576,10398756.5,51.3281135511577
"Australia",1985-01-01,39445,137312,203488,14091,4.407713,8.533709,10441742,51.2038125439223
"Australia",1985-04-01,39725,138600,208037,15828,6.593407,8.449347,10490486.75,51.051562424595
"Australia",1985-07-01,41353,140340,210704,14400,7.588076,8.172687,10539231.5,50.8993123052678
"Australia",1985-10-01,40055,142218,210115,15411,8.28877,7.860472,10587976.25,50.7470621859406
"Australia",1986-01-01,39795,141185,211563,14787,9.234829,7.910121,10636721,50.5948120666134
"Australia",1986-04-01,39974,144144,211180,15351,8.505155,7.799796,10686851.5,50.4645858433659
"Australia",1986-07-01,39156,145542,211736,17656,8.816121,8.227077,10736982,50.3343596201184
"Australia",1986-10-01,41126,144703,215228,19122,9.62963,8.329931,10787112.5,50.2041333968709
"Australia",1987-01-01,39615,145027,217362,18862,9.42029,8.275819,10837243,50.0739071736234
"Australia",1987-04-01,41902,146102,220828,20361,9.263658,8.169685,10888369.75,49.9864625988423
"Australia",1987-07-01,41363,148133,224806,20260,8.333333,7.977164,10939496.5,49.8990180240612
